gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	mult_matches	SCZ_p	SCZ_q	BPD_p	BPD_q	Vagas_PGC_SCZ_p	Vagas_PGC_BPD_p	t_product_q	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date
PLLP	PLLP	ok	NO	0.00966	0.196	0.0565	0.303	0.187	0.297	0.0981	HGNC:18553	plasmolipin	protein-coding gene	gene with protein product	Approved	16q13	16q13	PMLP	plasma membrane proteolipid	TM4SF11	transmembrane 4 superfamily member 11 (plasmolipin)|plasma membrane proteolipid (plasmolipin)	Tetraspan junctional complex superfamily|MARVEL domain containing	1471|1626	2002-06-10	2005-03-21	2010-06-24	2015-08-25	51090	ENSG00000102934	OTTHUMG00000133465	uc002elg.3	AF137386	NM_015993	CCDS10777	Q9Y342	11707781	MGI:1915051	RGD:621478	NA	PLLP	600340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GTDC1	GTDC1	ok	NO	0.0478	0.315	0.0125	0.185	0.028	0.466	0.0981	HGNC:20887	glycosyltransferase like domain containing 1	protein-coding gene	gene with protein product	Approved	2q22.3	02q22.3	FLJ11753|Hmat-Xa	mannosyltransferase-like	NA	glycosyltransferase-like domain containing 1	Glycosyl transferases group 1 domain containing	427	2005-01-10	NA	2015-11-12	2015-11-12	79712	ENSG00000121964	OTTHUMG00000131835	uc010fnn.5	AY281366	NM_024659	CCDS2185|CCDS33300|CCDS63029|CCDS74582|CCDS74583|CCDS86884	Q4AE62	15068588|21821951	MGI:2444269	RGD:1563393	NA	GTDC1	610165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RASSF4	RASSF4	ok	NO	0.0443	0.306	0.0138	0.191	0.705	0.636	0.0981	HGNC:20793	Ras association domain family member 4	protein-coding gene	gene with protein product	Approved	10q11.21	10q11.21	AD037|MGC44914	NA	NA	Ras association (RalGDS/AF-6) domain family member 4	Ras association domain family	1198	2003-04-24	NA	2016-01-29	2016-10-05	83937	ENSG00000107551	OTTHUMG00000018060	uc001jbo.4	BC032593	NM_032023	CCDS7208	Q9H2L5	NA	MGI:2386853	RGD:1307785	NA	RASSF4	610559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SYT12	SYT12	ok	NO	0.00561	0.166	0.0747	0.34	0.179	6.78e-4	0.0981	HGNC:18381	synaptotagmin 12	protein-coding gene	gene with protein product	Approved	11q13.2	11q13.2	SRG1	NA	NA	synaptotagmin XII	Synaptotagmins	765	2002-03-17	NA	2015-11-20	2015-11-20	91683	ENSG00000173227	OTTHUMG00000167101	uc058ech.1	AK024280	NM_177963	CCDS8154	Q8IV01	8987811	MGI:2159601	RGD:621876	NA	SYT12	606436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SNX18	SNX18	ok	NO	0.00302	0.146	0.0977	0.379	0.881	0.779	0.0981	HGNC:19245	sorting nexin 18	protein-coding gene	gene with protein product	Approved	5q11.2	05q11.2	SH3PX2|SH3PXD3B	NA	SNAG1	sorting nexin associated golgi protein 1	Sorting nexins|PX-BAR domain containing	754|1290	2002-09-18	2008-03-11	2008-03-11	2014-11-18	112574	ENSG00000178996	OTTHUMG00000096994	uc003jpi.5	AF395536	NM_001102575	CCDS3962|CCDS43317|CCDS54851	Q96RF0	16782399|17761170	MGI:2137642	RGD:1310367	NA	SNX18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NRBP2	NRBP2	ok	NO	0.00579	0.167	0.0739	0.338	2.95e-4	0.0655	0.0981	HGNC:19339	nuclear receptor binding protein 2	protein-coding gene	gene with protein product	Approved	8q24.3	08q24.3	DKFZp434P086	NA	NA	NA	NA	NA	2005-01-21	NA	NA	2016-11-01	340371	ENSG00000185189	OTTHUMG00000165157	uc011lkt.3	BC037396	NM_178564	CCDS34959	Q9NSY0	14702039	MGI:2385017	RGD:1591749	NA	NRBP2	615563	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2127	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
STAT2	STAT2	ok	NO	0.0412	0.3	0.0157	0.197	0.286	0.525	0.0992	HGNC:11363	signal transducer and activator of transcription 2	protein-coding gene	gene with protein product	Approved	12q13.2	12q13.2	STAT113	NA	NA	signal transducer and activator of transcription 2, 113kD|signal transducer and activator of transcription 2, 113kDa	SH2 domain containing	741	1995-11-08	NA	2015-11-09	2015-11-09	6773	ENSG00000170581	OTTHUMG00000170760	uc001slc.4	BC051284	NM_005419	CCDS8917|CCDS55836	P52630	7885841	MGI:103039	RGD:1311649	NA	STAT2	600556	NA	NA	NA	NA	434238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ACAA2	ACAA2	ok	NO	0.00547	0.164	0.0775	0.346	0.0381	0.3	0.0992	HGNC:83	acetyl-CoA acyltransferase 2	protein-coding gene	gene with protein product	Approved	18q21.1	18q21.1	DSAEC	mitochondrial 3-oxoacyl-Coenzyme A thiolase	NA	acetyl-Coenzyme A acyltransferase 2	NA	NA	1999-09-28	NA	2010-04-30	2016-10-05	10449	ENSG00000167315	OTTHUMG00000132667	uc002ldw.5	D16294	NM_006111	CCDS11939	P42765	8241273	MGI:1098623	RGD:620482	NA	ACAA2	604770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3.1.16	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RNF130	RNF130	ok	NO	0.00363	0.148	0.092	0.371	0.0909	0.916	0.0992	HGNC:18280	ring finger protein 130	protein-coding gene	gene with protein product	Approved	5q35.3	05q35.3	GP|G1RZFP|GOLIATH	NA	NA	NA	Ring finger proteins	58	2003-05-21	NA	NA	2015-08-25	55819	ENSG00000113269	OTTHUMG00000130909	uc003mll.2	AF155650	NM_018434	CCDS4451|CCDS64340	Q86XS8	10806348	MGI:1891717	RGD:1562041	NA	RNF130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RAB15	RAB15	ok	NO	0.00457	0.157	0.0834	0.355	0.839	0.345	0.0992	HGNC:20150	RAB15, member RAS oncogene family	protein-coding gene	gene with protein product	Approved	14q23.3	14q23.3	NA	NA	NA	NA	RAB, member RAS oncogene GTPases	388	2002-12-18	NA	2012-02-28	2016-10-05	376267	ENSG00000139998	OTTHUMG00000142810	uc021rut.2	BC014511	NM_198686	CCDS9768|CCDS76691|CCDS81812	P59190	11697911	MGI:1916865	RGD:735172	NA	RAB15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CD9	CD9	ok	NO	0.0094	0.193	0.0596	0.31	0.706	0.0303	0.0996	HGNC:1709	CD9 molecule	protein-coding gene	gene with protein product	Approved	12p13.31	12p13.31	BA2|P24|TSPAN29|MRP-1	motility related protein-1	MIC3	CD9 antigen (p24)	CD molecules|Tetraspanins	471|768	1986-01-01	NA	2006-03-28	2018-12-06	928	ENSG00000010278	OTTHUMG00000044400	uc058kcc.1	M38690	NM_001330312	CCDS8540|CCDS81654	P21926	6198179	MGI:88348	RGD:2318	LRG_1189|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1189.xml	CD9	143030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CD9	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
INPP5B	INPP5B	ok	NO	0.00603	0.171	0.0751	0.341	0.00981	0.514	0.0996	HGNC:6077	inositol polyphosphate-5-phosphatase B	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	NA	type II inositol 1,4,5-trisphosphate 5-phosphatase	NA	inositol polyphosphate-5-phosphatase, 75kD|inositol polyphosphate-5-phosphatase, 75kDa	Phosphoinositide phosphatases	1079	1993-10-14	NA	2015-08-13	2016-10-05	3633	ENSG00000204084	OTTHUMG00000004436	uc001ccg.2	M74161	NM_005540	CCDS41306|CCDS72760	P32019	1718960	MGI:103257	RGD:1311511	NA	INPP5B	147264	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1454	NA	NA	NA	NA	3.1.3.56	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
STYX	STYX	ok	NO	0.0289	0.274	0.025	0.225	0.752	0.195	0.0996	HGNC:11447	serine/threonine/tyrosine interacting protein	protein-coding gene	gene with protein product	Approved	14q22.1	14q22.1	NA	NA	NA	serine/threonine/tyrosine-interacting protein	Atypical dual specificity phosphatases	896	1998-08-05	NA	2001-11-29	2015-09-08	6815	ENSG00000198252	OTTHUMG00000140306	uc001xaa.4	NA	NM_145251	CCDS9711	Q8WUJ0	7592916	MGI:1891150	RGD:1594806	NA	STYX	615814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TGFA	TGFA	ok	NO	0.0261	0.266	0.0274	0.234	0.0146	0.0367	0.0996	HGNC:11765	transforming growth factor alpha	protein-coding gene	gene with protein product	Approved	2p13.3	02p13.3	NA	NA	NA	transforming growth factor, alpha	NA	NA	2001-06-22	NA	2015-11-05	2016-10-05	7039	ENSG00000163235	OTTHUMG00000129669	uc002sgs.4	NA	NM_001099691	CCDS1905|CCDS46316|CCDS77419|CCDS77420	P01135	3459638|10552925	MGI:98724	RGD:3849	NA	TGFA	190170	NA	NA	NA	NA	159040	NA	NA	NA	NA	ligandId:5059	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
VIP	VIP	ok	NO	0.132	0.46	0.00124	0.107	0.238	0.141	0.0996	HGNC:12693	vasoactive intestinal peptide	protein-coding gene	gene with protein product	Approved	6q25.2	06q25.2	NA	prepro-VIP	NA	NA	Endogenous ligands	542	2001-06-22	NA	NA	2016-10-05	7432	ENSG00000146469	OTTHUMG00000015851	uc003qpe.6	NA	NM_003381	CCDS5240|CCDS5241	P01282	NA	MGI:98933	RGD:621647	NA	VIP	192320	NA	NA	NA	NA	NA	NA	NA	NA	NA	ligandId:3706	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
LRCH1	LRCH1	ok	NO	0.0135	0.212	0.0469	0.283	0.516	0.923	0.0996	HGNC:20309	leucine rich repeats and calponin homology domain containing 1	protein-coding gene	gene with protein product	Approved	13q14.13-q14.2	13q14.13-q14.2	KIAA1016	NA	CHDC1	calponin homology (CH) domain containing 1|leucine-rich repeats and calponin homology (CH) domain containing 1	NA	NA	2003-01-24	2004-05-28	2016-06-06	2018-02-13	23143	ENSG00000136141	OTTHUMG00000016877	uc001vbj.4	AB023233	NM_015116	CCDS31972|CCDS53865|CCDS53866	Q9Y2L9	10231032	MGI:2443390	RGD:1595678	NA	LRCH1	610368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RHOBTB2	RHOBTB2	ok	NO	0.00182	0.131	0.119	0.416	0.0639	0.195	0.0996	HGNC:18756	Rho related BTB domain containing 2	protein-coding gene	gene with protein product	Approved	8p21.3	08p21.3	KIAA0717|DBC2	NA	NA	Rho-related BTB domain containing 2	Rho family GTPases|BTB domain containing	390|861	2002-06-21	NA	2016-02-23	2016-10-05	23221	ENSG00000008853	OTTHUMG00000097827	uc003xcq.3	AF315385	NM_001160036	CCDS6034|CCDS55210|CCDS55211	Q9BYZ6	11222756	MGI:2180557	RGD:1309924	NA	RHOBTB2	607352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SIDT2	SIDT2	ok	NO	0.0222	0.249	0.032	0.246	0.631	0.00398	0.0996	HGNC:24272	SID1 transmembrane family member 2	protein-coding gene	gene with protein product	Approved	11q23.3	11q23.3	CGI-40	NA	NA	SID1 transmembrane family, member 2	NA	NA	2004-08-20	NA	2015-11-18	2015-11-18	51092	ENSG00000149577	OTTHUMG00000167065	uc001pqh.2	AF151799	NM_015996	CCDS31682	Q8NBJ9	10810093|12975309	MGI:2446134	RGD:1308311	NA	SIDT2	617551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
LMBR1	LMBR1	ok	NO	0.0891	0.396	0.00408	0.144	0.167	0.0245	0.0996	HGNC:13243	limb development membrane protein 1	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	ACHP|FLJ11665|ZRS	NA	C7orf2	chromosome 7 open reading frame 2|limb region 1 homolog (mouse)	NA	NA	2000-12-20	2005-07-25	2013-08-05	2014-11-18	64327	ENSG00000105983	OTTHUMG00000151510	uc003wmw.5	AF107454	NM_022458	CCDS5945|CCDS87569	Q8WVP7	10329000|11090342	MGI:1861746	RGD:1563910	NA	LMBR1	605522	NA	NA	NA	NA	123085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FAM216A	C12orf24	previous symbol	NO	2.49e-6	0.0227	0.00295	0.132	0.17	0.16	0	HGNC:30180	family with sequence similarity 216 member A	protein-coding gene	gene with protein product	Approved	12q24.11	12q24.11	HSU79274	NA	C12orf24	chromosome 12 open reading frame 24|family with sequence similarity 216, member A	NA	NA	2006-01-04	2012-02-07	2015-11-18	2016-09-30	29902	ENSG00000204856	OTTHUMG00000169526	uc001tqu.5	U79274	NM_013300	CCDS31899	Q8WUB2	NA	MGI:1916198	RGD:1310861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DNAAF5	HEATR2	previous symbol	NO	5.75e-4	0.0926	0.00278	0.13	0.579	0.00692	0	HGNC:26013	dynein axonemal assembly factor 5	protein-coding gene	gene with protein product	Approved	7p22.3	07p22.3	FLJ20397|FLJ31671|FLJ39381|FLJ25564|CILD18	NA	HEATR2	HEAT repeat containing 2|dynein, axonemal, assembly factor 5|dynein (axonemal) assembly factor 5	TOG domain containing|Axonemal dynein assembly factors	1495|1627	2006-05-19	2014-12-05	2016-06-27	2016-06-27	54919	ENSG00000164818	OTTHUMG00000151416	NA	AL832914|AK000404|NM_017802|AK056233	NM_017802	CCDS34580	Q86Y56	23040496|25232951	MGI:3616079	RGD:1566028	NA	NA	614864	NA	NA	NA	NA	315800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FAM234A	ITFG3	previous symbol	NO	0.00626	0.173	5.36e-5	0.0522	0.153	0.697	0	HGNC:14163	family with sequence similarity 234 member A	protein-coding gene	gene with protein product	Approved	16p13.3	16p13.3	DKFZP761D0211|FLJ32603	NA	C16orf9|ITFG3	chromosome 16 open reading frame 9|integrin alpha FG-GAP repeat containing 3|family with sequence similarity 234, member A	NA	NA	2000-12-21	2015-08-13	2015-11-18	2016-09-30	83986	ENSG00000167930	OTTHUMG00000060728	NA	AL136542	NM_032039	CCDS10402	Q9H0X4	NA	MGI:2146854	RGD:1311484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SDHAF4	C6orf57	previous symbol	NO	0.00505	0.161	2.42e-5	0.0522	0.346	0.387	0	HGNC:20957	succinate dehydrogenase complex assembly factor 4	protein-coding gene	gene with protein product	Approved	6q13	06q13	Sdh8	NA	C6orf57	chromosome 6 open reading frame 57	Mitochondrial respiratory chain complex assembly factors	645	2003-04-24	2015-02-27	2015-02-27	2016-10-05	135154	ENSG00000154079	OTTHUMG00000014992	NA	BC018085	NM_145267	CCDS4972	Q5VUM1	24954416	MGI:1915252	RGD:1588998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DIPK1C	FAM69C	previous symbol	NO	9.18e-4	0.113	0.00408	0.144	NA	NA	0.0198	HGNC:31729	divergent protein kinase domain 1C	protein-coding gene	gene with protein product	Approved	18q22.3	18q22.3	NA	NA	C18orf51|FAM69C	chromosome 18 open reading frame 51|family with sequence similarity 69, member C|family with sequence similarity 69 member C	divergent protein kinase domain family	1622	2004-06-22	2018-09-27	2018-09-27	2018-11-15	125704	ENSG00000187773	OTTHUMG00000156984	uc002llk.4	BC019628	NM_001044369	CCDS42445	Q0P6D2	21334309|23840464	MGI:3041188	RGD:1559694	NA	NA	614544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NREP	C5orf13	previous symbol	NO	0.0027	0.142	0.00348	0.139	0.0112	0.403	0.026	HGNC:16834	neuronal regeneration related protein	protein-coding gene	gene with protein product	Approved	5q22.1	05q22.1	P311|D4S114|PRO1873|PTZ17|SEZ17	neuronal protein 3.1	C5orf13	chromosome 5 open reading frame 13|neuronal regeneration related protein homolog (rat)	NA	NA	2003-02-17	2012-01-23	2012-12-07	2015-08-25	9315	ENSG00000134986	OTTHUMG00000128795	uc063fzf.1	AF119859	NM_004772	CCDS4105|CCDS47255	Q16612	8261136|10981724|15485502	MGI:99444	RGD:631411	NA	NA	607332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
MOB3A	MOBKL2A	previous symbol	NO	2.11e-4	0.086	0.0169	0.199	0.377	0.297	0.026	HGNC:29802	MOB kinase activator 3A	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	MOB1C|MOB-LAK|moblak	MOB LAK	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)	MOB kinase activators	647	2004-02-11	2011-09-28	2011-09-28	2015-09-03	126308	ENSG00000172081	OTTHUMG00000180353	uc002luv.4	AK095471	NM_130807	CCDS12081	Q96BX8	12477932	MGI:3050117	RGD:1308187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TYW5	C2orf60	previous symbol	NO	0.00176	0.131	0.00546	0.151	0.0141	0.288	0.026	HGNC:26754	tRNA-yW synthesizing protein 5	protein-coding gene	gene with protein product	Approved	2q33.1	02q33.1	FLJ37953	NA	C2orf60	chromosome 2 open reading frame 60	NA	NA	2007-07-10	2011-05-09	2011-05-09	2014-11-18	129450	ENSG00000162971	OTTHUMG00000132770	uc002uvi.5	AK095272	NM_001039693	CCDS42795	A2RUC4	20739293	MGI:1915986	RGD:1311269	NA	TYW5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SMIM24	C19orf77	previous symbol	NO	0.00101	0.118	0.00754	0.165	NA	NA	0.026	HGNC:37244	small integral membrane protein 24	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	HSPC323	NA	C19orf77	chromosome 19 open reading frame 77	NA	NA	2009-09-30	2014-02-21	2014-02-21	2014-02-21	284422	ENSG00000095932	OTTHUMG00000180761	NA	AF161441	NM_001136503	CCDS45915	O75264	NA	MGI:1919523	RGD:2324237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CASTOR1	GATSL3	previous symbol	NO	0.0336	0.281	6.39e-5	0.0522	NA	NA	0.026	HGNC:34423	cytosolic arginine sensor for mTORC1 subunit 1	protein-coding gene	gene with protein product	Approved	22q12.2	22q12.2	NA	NA	GATSL3	GATS protein-like 3|GATS protein like 3	NA	NA	2009-04-08	2017-02-20	2017-02-20	2017-02-20	652968	ENSG00000239282	OTTHUMG00000150929	uc003ahd.4	NA	NM_001037666	CCDS43001	Q8WTX7	26972053	MGI:1919212	RGD:1304774	NA	NA	617034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
WHRN	DFNB31	previous symbol	NO	0.00624	0.173	0.00283	0.13	0.00112	0.564	0.0324	HGNC:16361	whirlin	protein-coding gene	gene with protein product	Approved	9q32	09q32	CIP98|USH2D|PDZD7B	NA	DFNB31	deafness, autosomal recessive 31	Deafness associated genes|PDZ domain containing|USH2 complex 	1152|1220|1244	2001-08-14	2016-05-17	2016-05-17	2018-12-06	25861	ENSG00000095397	OTTHUMG00000020539	uc004biz.5	AK056190	NM_015404	CCDS6806|CCDS43870|CCDS87678	Q9P202	12833159|17171570	MGI:2682003	RGD:631330	CCHMC-BMI & UC Hearing Loss Mutation Database|https://research.cchmc.org/LOVD/home.php?select_db=DFNB31|LRG_1094|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1094.xml	NA	607928	NA	NA	NA	NA	139217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ARIH2OS	C3orf71	previous symbol	NO	5.16e-4	0.0926	0.0159	0.197	0.254	0.0578	0.0324	HGNC:34425	ariadne RBR E3 ubiquitin protein ligase 2 opposite strand	protein-coding gene	gene with protein product	Approved	3p21.31	03p21.31	NA	NA	C3orf71	chromosome 3 open reading frame 71|ariadne homolog 2 opposite strand	NA	NA	2008-07-08	2012-10-08	2017-05-16	2017-05-16	646450	ENSG00000221883	OTTHUMG00000156672	uc010hkk.1	DA461567	NM_001123040	CCDS43088	Q8N7S6	NA	MGI:3642291	RGD:11443615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PIEZO2	FAM38B	previous symbol	NO	0.00174	0.131	0.0117	0.18	0.255	0.852	0.0364	HGNC:26270	piezo type mechanosensitive ion channel component 2	protein-coding gene	gene with protein product	Approved	18p11.22-p11.21	18p11.22-p11.21	FLJ23403|FLJ23144|HsT748|HsT771|FLJ34907	NA	FAM38B2|C18orf30|C18orf58|FAM38B	chromosome 18 open reading frame 30|chromosome 18 open reading frame 58|family with sequence similarity 38, member B|piezo-type mechanosensitive ion channel component 2	Armadillo-like helical domain containing	1492	2004-04-29	2011-08-31	2016-02-01	2018-02-13	63895	ENSG00000154864	OTTHUMG00000178507	uc002kos.3	AK027056	NM_022068	CCDS11850	Q9H5I5	20813920|21056836|21299953	MGI:1918781	RGD:1582973	NA	PIEZO2	613629	NA	NA	NA	NA	332055	NA	NA	NA	NA	objectId:2946	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SPTSSB	C3orf57	previous symbol	NO	0.0015	0.13	0.0159	0.197	0.12	0.0322	0.0404	HGNC:24045	serine palmitoyltransferase small subunit B	protein-coding gene	gene with protein product	Approved	3q26.1	03q26.1	ADMP|ssSPTb	androgen down regulated in mouse prostate|small subunit of serine palmitoyltransferase B	C3orf57	chromosome 3 open reading frame 57|serine palmitoyltransferase, small subunit B	NA	NA	2006-02-06	2011-07-26	2015-11-17	2015-11-17	165679	ENSG00000196542	OTTHUMG00000159073	uc003fee.4	AF458592	NM_145035	CCDS33887	Q8NFR3	15777716|19416851	MGI:1913433	RGD:2324614	NA	NA	610412	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2513	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FAXDC2	C5orf4	previous symbol	NO	0.0016	0.13	0.0159	0.197	0.676	0.451	0.0452	HGNC:1334	fatty acid hydroxylase domain containing 2	protein-coding gene	gene with protein product	Approved	5q33.2	05q33.2	FLJ13758	NA	C5orf4	chromosome 5 open reading frame 4	Fatty acid hydroxylase domain containing	552	1999-07-22	2013-03-04	2013-03-04	2016-10-05	10826	ENSG00000170271	OTTHUMG00000164141	uc003lvs.5	AF159165	NM_032385	CCDS43390	Q96IV6	10843801	NA	RGD:1586284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
