region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr1:153642646-153642706	ILF2	NO	chr1:153642646-153642706	chr1	153642646	153642706	chr1	61	*	ribo	ENSG00000143621.12	-	0	0	1	0	0	0	1	promoter	chr1:153642646-153642706	ENSG00000143621	ILF2	HGNC:6037	ILF2	interleukin enhancer binding factor 2	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	NF45	NA	NA	interleukin enhancer binding factor 2, 45kD|interleukin enhancer binding factor 2, 45kDa	NA	NA	1994-11-15	NA	2012-12-04	2015-08-25	3608	OTTHUMG00000037087	uc001fcr.5	U10323	NM_004515	CCDS1050|CCDS72919	Q12905	7519613	MGI:1915031	RGD:1305734	NA	ILF2	603181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:158243836-158244365	PTPRN2	NO	chr7:158243836-158244365	chr7	158243836	158244365	chr7	530	*	ribo	ENSG00000155093.13	-	0	0	0	0	0	1	0	strictIntronic	chr7:158243836-158244365	ENSG00000155093	PTPRN2	HGNC:9677	PTPRN2	protein tyrosine phosphatase, receptor type N2	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	KIAA0387|phogrin|ICAAR|IA-2beta	IAR PTPRP	NA	protein tyrosine phosphatase, receptor type, N polypeptide 2	Protein tyrosine phosphatases, receptor type	813	1998-03-23	NA	2016-01-06	2016-10-05	5799	OTTHUMG00000152646	uc003wnp.4	AB002385	NM_001308267	CCDS5947|CCDS5948|CCDS5949|CCDS78294	Q92932	8954911|9220540	MGI:107418	RGD:61904	NA	PTPRN2	601698	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1862	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:182808477-182808591	DHX9	NO	chr1:182808477-182808591	chr1	182808477	182808591	chr1	115	*	ribo	ENSG00000135829.12	+	0	0	1	0	0	0	1	promoter	chr1:182808477-182808591	ENSG00000135829	DHX9	HGNC:2750	DHX9	DExH-box helicase 9	protein-coding gene	gene with protein product	Approved	1q25.3	01q25.3	RHA	NDH II|RNA helicase A|leukophysin|nuclear DNA helicase II	LKP|DDX9	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9|DEAH (Asp-Glu-Ala-His) box helicase 9	DEAH-box helicases	500	1995-12-11	2003-06-20	2016-09-27	2016-10-05	1660	OTTHUMG00000035337	uc001gpr.4	L13848	NM_030588	CCDS41444	Q08211	8344961|9111062	MGI:108177	RGD:1308548	NA	DHX9	603115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:70407472-70407745	SHANK2	NO	chr11:70407472-70407745	chr11	70407472	70407745	chr11	274	*	ribo	ENSG00000162105.12	-	0	0	0	0	0	1	0	strictIntronic	chr11:70407472-70407745	ENSG00000162105	SHANK2	HGNC:14295	SHANK2	SH3 and multiple ankyrin repeat domains 2	protein-coding gene	gene with protein product	Approved	11q13.3-q13.4	11q13.3-q13.4	CTTNBP1|ProSAP1|SHANK|SPANK-3	NA	CORTBP1	cortactin binding protein 1	Ankyrin repeat domain containing|Sterile alpha motif domain containing|PDZ domain containing	403|760|1220	2002-02-22	NA	NA	2018-02-13	22941	OTTHUMG00000154615	uc058etp.1	AF141901	NM_012309	CCDS76448	Q9UPX8	10506216	MGI:2671987	RGD:628772	NA	SHANK2	603290	NA	NA	NA	NA	391835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:77223847-77224037	RBFOX3	NO	chr17:77223847-77224037	chr17	77223847	77224037	chr17	191	*	ribo	ENSG00000167281.14	-	0	0	0	0	0	1	0	strictIntronic	chr17:77223847-77224037	ENSG00000167281	RBFOX3	HGNC:27097	RBFOX3	RNA binding fox-1 homolog 3	protein-coding gene	gene with protein product	Approved	17q25.3	17q25.3	FOX-3|NeuN|HRNBP3	neuronal nuclei|hexaribonucleotide binding protein 3	NA	RNA binding protein, fox-1 homolog (C. elegans) 3|RNA binding protein, fox-1 homolog 3	RNA binding motif containing	725	2010-09-10	NA	2017-09-13	2017-09-13	146713	OTTHUMG00000150183	uc010dhs.5	NA	NM_001082575	CCDS45805	A6NFN3	16260614	MGI:106368	RGD:1560070	NA	RBFOX3	616999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:121457307-121457378	MRPL13	NO	chr8:121457307-121457378	chr8	121457307	121457378	chr8	72	*	ribo	ENSG00000172172.3	-	0	0	2	1	0	0	1	strictExonic	chr8:121457307-121457378	ENSG00000172172	MRPL13	HGNC:14278	MRPL13	mitochondrial ribosomal protein L13	protein-coding gene	gene with protein product	Approved	8q24.12	08q24.12	L13|RPL13|L13mt|RPML13|L13A	NA	NA	NA	Mitochondrial ribosomal proteins	646	2001-02-28	NA	NA	2016-10-05	28998	OTTHUMG00000165039	uc003ypa.4	AB049640	NM_014078	CCDS6332	Q9BYD1	11543634	MGI:2137218	RGD:1359587	NA	MRPL13	610200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:101148640-101148738	COL26A1	NO	chr7:101148640-101148738	chr7	101148640	101148738	chr7	99	*	ribo	ENSG00000160963.9	+	0	0	0	0	0	1	0	strictIntronic	chr7:101148640-101148738	ENSG00000160963	COL26A1	HGNC:18038	COL26A1	collagen type XXVI alpha 1 chain	protein-coding gene	gene with protein product	Approved	7q22.1	07q22.1	Emu2|EMI6	Emu2 gene	EMID2	EMI domain containing 2|collagen, type XXVI, alpha 1	Collagens|EMI domain containing	490|540	2003-04-10	2013-01-16	2016-07-20	2016-07-20	136227	OTTHUMG00000150033	uc033aas.1	AJ416091	NM_133457	CCDS64739	Q96A83	12221002|12145293	MGI:2155345	RGD:1591401	NA	NA	608927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:234195282-234195479	SLC35F3	NO	chr1:234195282-234195479	chr1	234195282	234195479	chr1	198	*	ribo	ENSG00000183780.8	+	0	0	0	0	0	1	0	strictIntronic	chr1:234195282-234195479	ENSG00000183780	SLC35F3	HGNC:23616	SLC35F3	solute carrier family 35 member F3	protein-coding gene	gene with protein product	Approved	1q42.2	01q42.2	FLJ37712	NA	NA	solute carrier family 35, member F3	Solute carriers	752	2003-11-25	NA	2015-12-04	2016-10-05	148641	OTTHUMG00000037929	uc001hvy.1	NA	NM_173508	CCDS1600|CCDS73050	Q8IY50	NA	MGI:2444426	RGD:1589548	NA	SLC35F3	NA	NA	NA	NA	SLC35F3	NA	NA	NA	NA	NA	objectId:1158	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:116894789-116895609	ATRNL1	NO	chr10:116894789-116895609	chr10	116894789	116895609	chr10	821	*	ribo	ENSG00000107518.12	+	0	0	0	0	0	1	0	strictIntronic	chr10:116894789-116895609	ENSG00000107518	ATRNL1	HGNC:29063	ATRNL1	attractin like 1	protein-coding gene	gene with protein product	Approved	10q25.3	10q25.3	KIAA0534|FLJ45344|ALP	NA	NA	attractin-like 1	C-type lectin domain containing	1298	2004-03-04	NA	2015-11-23	2016-11-11	26033	OTTHUMG00000019096	uc001lcg.4	AB011106	NM_207303	CCDS7592|CCDS73204	Q5VV63	9628581	MGI:2147749	RGD:1563485	NA	ATRNL1	612869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:43700220-43700339	NNT	NO	chr5:43700220-43700339	chr5	43700220	43700339	chr5	120	*	ribo	ENSG00000112992.12	+	0	0	0	1	0	1	0	exonIntron	chr5:43700220-43700339	ENSG00000112992	NNT	HGNC:7863	NNT	nicotinamide nucleotide transhydrogenase	protein-coding gene	gene with protein product	Approved	5p12	05p12	NA	NA	NA	NA	NA	NA	1999-11-16	NA	NA	2014-11-19	23530	OTTHUMG00000096961	uc003joe.4	U40490	NM_182977	CCDS3949|CCDS82994	Q13423	9271681|9524818	MGI:109279	RGD:1587346	NA	NNT	607878	NA	NA	NA	NA	304075	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6.1.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:183622418-183622552	DNAJC10	NO	chr2:183622418-183622552	chr2	183622418	183622552	chr2	135	*	ribo	ENSG00000077232.12	+	0	1	0	0	0	1	0	strictIntronic	chr2:183622418-183622552	ENSG00000077232	DNAJC10	HGNC:24637	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	protein-coding gene	gene with protein product	Approved	2q32.1	02q32.1	ERdj5|PDIA19	protein disulfide isomerase family A, member 19	NA	DnaJ (Hsp40) homolog, subfamily C, member 10	DNAJ (HSP40) heat shock proteins|Protein disulfide isomerases	584|692	2004-04-20	NA	2015-11-19	2015-11-19	54431	OTTHUMG00000154209	uc002uow.3	NA	NM_018981	CCDS33345|CCDS74613	Q8IXB1	12411443|12446677	MGI:1914111	RGD:1307813	NA	DNAJC10	607987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:157637593-157637734	PTPRN2	NO	chr7:157637593-157637734	chr7	157637593	157637734	chr7	142	*	ribo	ENSG00000155093.13	-	0	0	0	0	0	1	0	strictIntronic	chr7:157637593-157637734	ENSG00000155093	PTPRN2	HGNC:9677	PTPRN2	protein tyrosine phosphatase, receptor type N2	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	KIAA0387|phogrin|ICAAR|IA-2beta	IAR PTPRP	NA	protein tyrosine phosphatase, receptor type, N polypeptide 2	Protein tyrosine phosphatases, receptor type	813	1998-03-23	NA	2016-01-06	2016-10-05	5799	OTTHUMG00000152646	uc003wnp.4	AB002385	NM_001308267	CCDS5947|CCDS5948|CCDS5949|CCDS78294	Q92932	8954911|9220540	MGI:107418	RGD:61904	NA	PTPRN2	601698	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1862	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:100240745-100240949	ACTL6B	NO	chr7:100240745-100240949	chr7	100240745	100240949	chr7	205	*	ribo	ENSG00000077080.5	-	0	1	0	1	0	0	0	strictExonic	chr7:100240745-100240949	ENSG00000077080	ACTL6B	HGNC:160	ACTL6B	actin like 6B	protein-coding gene	gene with protein product	Approved	7q22.1	07q22.1	BAF53B	NA	ACTL6	actin-like 6	Actin related proteins|BAF complex|PBAF complex|GBAF complex	1436|1604|1605|1606	1998-06-01	2004-07-14	2015-11-17	2016-10-05	51412	OTTHUMG00000159661	uc003uvy.4	AB015906	NM_016188	CCDS5702	O94805	9799793	MGI:1933548	RGD:1307763	NA	ACTL6B	612458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:54502282-54502391	TMEM59	NO	chr1:54502282-54502391	chr1	54502282	54502391	chr1	110	*	ribo	ENSG00000116209.7	-	0	0	0	1	0	0	0	strictExonic	chr1:54502282-54502391	ENSG00000116209	TMEM59	HGNC:1239	TMEM59	transmembrane protein 59	protein-coding gene	gene with protein product	Approved	1p32.3	01p32.3	HSPC001	NA	C1orf8	chromosome 1 open reading frame 8	NA	NA	1999-07-22	2005-07-22	2005-07-22	2017-02-02	9528	OTTHUMG00000008437	uc001cwp.4	AF047439	NM_004872	CCDS586|CCDS81329|CCDS81330	Q9BXS4	9653160|23376921	MGI:1929278	RGD:1310313	NA	TMEM59	617084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:56119904-56120045	CD63	NO	chr12:56119904-56120045	chr12	56119904	56120045	chr12	142	*	ribo	ENSG00000135404.7	-	0	1	0	0	0	0	1	promoter	chr12:56119904-56120045	ENSG00000135404	CD63	HGNC:1692	CD63	CD63 molecule	protein-coding gene	gene with protein product	Approved	12q13.2	12q13.2	ME491|TSPAN30	NA	MLA1	CD63 antigen (melanoma 1 antigen)	CD molecules|Tetraspanins	471|768	1988-08-07	NA	2006-03-28	2016-01-15	967	OTTHUMG00000170454	uc031qhx.2	M58485	NM_001257389	CCDS8890|CCDS58242|CCDS58243	P08962	NA	MGI:99529	RGD:62080	NA	CD63	155740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CD63	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:204624352-204624481	LRRN2	NO	chr1:204624352-204624481	chr1	204624352	204624481	chr1	130	*	ribo	ENSG00000170382.7	-	0	0	0	0	0	1	0	strictIntronic	chr1:204624352-204624481	ENSG00000170382	LRRN2	HGNC:16914	LRRN2	leucine rich repeat neuronal 2	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	GAC1|LRANK1|FIGLER7	leucine rich and ankyrin repeats 1|fibronectin type III, immunoglobulin and leucine rich repeat domain 7	LRRN5	leucine rich repeat neuronal 5	I-set domain containing	593	2004-02-05	2007-01-31	2007-01-31	2014-11-19	10446	OTTHUMG00000035989	uc001hbf.3	AF030435	NM_006338	CCDS1448	O75325	9662332	MGI:106037	RGD:1305482	NA	LRRN2	605492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:48401552-48401786	SPIDR	NO	chr8:48401552-48401786	chr8	48401552	48401786	chr8	235	*	ribo	ENSG00000164808.12	+	0	0	0	0	0	1	0	strictIntronic	chr8:48401552-48401786	ENSG00000164808	SPIDR	HGNC:28971	SPIDR	scaffold protein involved in DNA repair	protein-coding gene	gene with protein product	Approved	8q11.21	08q11.21	NA	NA	KIAA0146	KIAA0146|scaffolding protein involved in DNA repair	NA	NA	2005-09-01	2013-07-02	2018-03-01	2018-03-01	23514	OTTHUMG00000164176	NA	AK055680	NM_001080394	CCDS43737|CCDS64890|CCDS64891|CCDS87607	Q14159	8590280|23509288	MGI:1924834	RGD:1566036	NA	NA	615384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:130973967-130974226	RIMBP2	NO	chr12:130973967-130974226	chr12	130973967	130974226	chr12	260	*	ribo	ENSG00000060709.9	-	0	0	0	0	0	1	0	strictIntronic	chr12:130973967-130974226	ENSG00000060709	RIMBP2	HGNC:30339	RIMBP2	RIMS binding protein 2	protein-coding gene	gene with protein product	Approved	12q24.33	12q24.33	KIAA0318|RBP2|MGC15831|RIM-BP2|PPP1R133	protein phosphatase 1, regulatory subunit 133	NA	NA	Protein phosphatase 1 regulatory subunits	694	2006-01-24	NA	NA	2017-03-22	23504	OTTHUMG00000168385	uc001uim.4	AB002316	NM_015347	CCDS31925	O15034	10748113	MGI:2443235	RGD:708533	NA	RIMBP2	611602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:33407495-33407947	SYNGAP1	NO	chr6:33407495-33407947	chr6	33407495	33407947	chr6	453	*	ribo	ENSG00000197283.8	+	0	0	0	0	0	1	0	strictIntronic	chr6:33407495-33407947	ENSG00000197283	SYNGAP1	HGNC:11497	SYNGAP1	synaptic Ras GTPase activating protein 1	protein-coding gene	gene with protein product	Approved	6p21.32	06p21.32	SYNGAP|RASA5|KIAA1938	NA	NA	synaptic Ras GTPase activating protein 1 homolog (rat)	C2 and RasGAP domain containing	830	1999-12-08	NA	2010-06-25	2018-12-06	8831	OTTHUMG00000031096	uc011dri.3	AB067525	NM_006772	CCDS34434	Q96PV0	9581761|18323856	MGI:3039785	RGD:621090	LRG_1193|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1193.xml	SYNGAP1	603384	NA	NA	NA	NA	188809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:96414862-96414915	LTA4H	NO	chr12:96414862-96414915	chr12	96414862	96414915	chr12	54	*	ribo	ENSG00000111144.5	-	0	1	0	0	0	1	0	strictIntronic	chr12:96414862-96414915	ENSG00000111144	LTA4H	HGNC:6710	LTA4H	leukotriene A4 hydrolase	protein-coding gene	gene with protein product	Approved	12q23.1	12q23.1	NA	NA	NA	NA	M1 metallopeptidases	1437	1993-07-29	NA	NA	2016-11-09	4048	OTTHUMG00000170355	uc001ten.3	BC032528	NM_000895	CCDS9059|CCDS58266|CCDS58267	P09960	7628486	MGI:96836	RGD:1311333	NA	LTA4H	151570	NA	NA	NA	NA	NA	NA	NA	M01.004	NA	objectId:1395	NA	NA	NA	NA	3.3.2.6	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:166265710-166267024	PDE10A	NO	chr6:166265710-166267024	chr6	166265710	166267024	chr6	1315	*	ribo	ENSG00000112541.9	-	0	0	0	0	0	1	0	strictIntronic	chr6:166265710-166267024	ENSG00000112541	PDE10A	HGNC:8772	PDE10A	phosphodiesterase 10A	protein-coding gene	gene with protein product	Approved	6q27	06q27	NA	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	NA	NA	Phosphodiesterases	681	1999-07-30	NA	NA	2016-10-05	10846	OTTHUMG00000015986	uc003quo.4	AB020593	NM_001130690	CCDS47513|CCDS5289	Q9Y233	10373451	MGI:1345143	RGD:68434	NA	PDE10A	610652	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1310	NA	NA	NA	NA	3.1.4.17	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:201681828-201681964	BZW1	NO	chr2:201681828-201681964	chr2	201681828	201681964	chr2	137	*	ribo	ENSG00000082153.13	+	0	0	0	1	0	0	1	strictExonic	chr2:201681828-201681964	ENSG00000082153	BZW1	HGNC:18380	BZW1	basic leucine zipper and W2 domains 1	protein-coding gene	gene with protein product	Approved	2q33.1	02q33.1	BZAP45|KIAA0005	NA	NA	NA	NA	NA	2002-08-05	NA	NA	2016-10-05	9689	OTTHUMG00000154560	uc002uwc.4	D13630	NM_014670	CCDS56154|CCDS56155|CCDS56156	Q7L1Q6	10964520|11524015	MGI:1914132	RGD:735129	NA	BZW1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:90178862-90179024	RN7SKP255	NO	chr14:90178862-90179024	chr14	90178862	90179024	chr14	163	*	ribo	ENSG00000200312.1	+	0	0	0	1	0	1	0	exonIntron	chr14:90178862-90179024	ENSG00000200312	RN7SKP255	HGNC:45979	RN7SKP255	RNA, 7SK small nuclear pseudogene 255	pseudogene	pseudogene	Approved	14q32.11	14q32.11	NA	NA	NA	NA	NA	NA	2013-03-19	NA	NA	2013-03-19	106479209	NA	uc059eez.1	NA	NG_043752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:112847209-112847378	RPL6	NO	chr12:112847209-112847378	chr12	112847209	112847378	chr12	170	*	ribo	ENSG00000089009.11	-	0	0	1	0	0	0	0	5UTR	chr12:112847209-112847378	ENSG00000089009	RPL6	HGNC:10362	RPL6	ribosomal protein L6	protein-coding gene	gene with protein product	Approved	12q24.13	12q24.13	TAXREB107|L6	NA	TXREB1	NA	L ribosomal proteins	729	1993-06-15	NA	NA	2014-11-19	6128	OTTHUMG00000169685	uc001ttv.4	X69391	NM_000970	CCDS9162	Q02878	8479925|8457378	MGI:108057	RGD:619826	NA	RPL6	603703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:150964599-150964917	P2RY14	NO	chr3:150964599-150964917	chr3	150964599	150964917	chr3	319	*	ribo	ENSG00000174944.4	-	0	0	0	0	0	2	0	strictIntronic	chr3:150964599-150964917	ENSG00000174944	P2RY14	HGNC:16442	P2RY14	purinergic receptor P2Y14	protein-coding gene	gene with protein product	Approved	3q25.1	03q25.1	KIAA0001	NA	GPR105	G protein-coupled receptor 105|purinergic receptor P2Y, G-protein coupled, 14	P2Y receptors	213	2001-09-27	2004-07-14	2016-02-05	2016-10-05	9934	OTTHUMG00000159859	uc003eys.2	D13626	NM_014879	CCDS3156	Q15391	NA	MGI:2155705	RGD:70912	NA	P2RY14	610116	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:330	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:118886518-118886649	RPS25	NO	chr11:118886518-118886649	chr11	118886518	118886649	chr11	132	*	ribo	ENSG00000118181.6	-	0	1	0	0	0	1	0	strictIntronic	chr11:118886518-118886649	ENSG00000118181	RPS25	HGNC:10413	RPS25	ribosomal protein S25	protein-coding gene	gene with protein product	Approved	11q23.3	11q23.3	S25	NA	NA	NA	S ribosomal proteins	728	1992-02-14	NA	NA	2015-08-25	6230	OTTHUMG00000166350	uc001pun.4	M64716	NM_001028	CCDS8406	P62851	1748303	MGI:1922867	RGD:621043	NA	RPS25	180465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:40963672-40963815	BECN1	NO	chr17:40963672-40963815	chr17	40963672	40963815	chr17	144	*	ribo	ENSG00000126581.8	-	0	1	0	0	0	1	0	strictIntronic	chr17:40963672-40963815	ENSG00000126581	BECN1	HGNC:1034	BECN1	beclin 1	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	ATG6|VPS30	ATG6 autophagy related 6 homolog (S. cerevisiae)	NA	beclin 1 (coiled-coil, moesin-like BCL2 interacting protein)|beclin 1, autophagy related	Autophagy related|PIK3C3 complex subunits	1022|1596	1998-11-27	NA	2016-04-28	2016-10-05	8678	OTTHUMG00000180653	uc002ibn.3	AF077301	NM_003766	CCDS11441|CCDS82132	Q14457	9765397	MGI:1891828	RGD:620190	NA	BECN1	604378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr18:3277250-3277412	MYL12B	NO	chr18:3277250-3277412	chr18	3277250	3277412	chr18	163	*	ribo	ENSG00000118680.8	+	0	0	0	1	0	1	0	exonIntron	chr18:3277250-3277412	ENSG00000118680	MYL12B	HGNC:29827	MYL12B	myosin light chain 12B	protein-coding gene	gene with protein product	Approved	18p11.31	18p11.31	MRLC2	myosin regulatory light chain 2	NA	myosin, light chain 12B, regulatory	Myosin light chains|EF-hand domain containing	657|863	2009-03-06	NA	2015-11-13	2015-11-13	103910	OTTHUMG00000131510	uc002klt.5	AY320408	NM_033546	CCDS11831	O14950	11942626	MGI:107494	RGD:628855	NA	MYL12B	609211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:10250408-10250557	CCT5	NO	chr5:10250408-10250557	chr5	10250408	10250557	chr5	150	*	ribo	ENSG00000150753.7	+	0	0	1	1	0	0	1	strictExonic	chr5:10250408-10250557	ENSG00000150753	CCT5	HGNC:1618	CCT5	chaperonin containing TCP1 subunit 5	protein-coding gene	gene with protein product	Approved	5p15.2	05p15.2	KIAA0098	NA	NA	chaperonin containing TCP1, subunit 5 (epsilon)	Chaperonins	587	1999-09-29	NA	2016-01-06	2018-12-06	22948	OTTHUMG00000131042	uc003jeq.4	D43950	NM_001306153	CCDS3877|CCDS77996|CCDS82988|CCDS82989|CCDS82990	P48643	NA	MGI:107185	RGD:735161	LRG_361|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_361.xml	CCT5	610150	NA	NA	NA	NA	119222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
